content,labels
"#Live: திருப்பூர் - நீலகிரி #Elections2024 பரப்புரைப் பொதுக்கூட்டம்

",Substantiated
"ஓட்டு போடுவது அரசியல் இல்லை.. அரசியல் என்பது வாழ்வியல்  

#Minnambalam #Seeman #seemanspeech #NTK #Vote #Elections2024 ",Positive
"நாடாளுமன்றத்தில் சமசுகிருதத்தில் பெயர் பலகை வைத்த பாஜக தைரியம் இருந்தால் தேர்தல் அறிக்கையும் சமசுகிருதத்தில் வெளியிடட்டும்

பாஜக , தமிழ்நாடு தேர்தல் அறிக்கையை ஏன் இன்னும் வெளியிடவில்லை . ஏப்ரல் 19 க்கு அப்புறம்தான் வருமா! 
செந்தமிழன் சீமான் 

#seeman #seemanism #சீமான் ",Positive
"மாதந்தோறும் குடும்பத் தலைவிக்கு ரூபாய்.1000

சொன்னீங்களே
செஞ்சீங்களா ??
#பதில்சொல்லுங்கஸ்டாலின் #DMKFailsTN #DMKManifesto2024
#ADMK_
#ADMK_ ",Neutral
"டாப் 10 செய்திகள்: இதை மிஸ் பண்ணாதீங்க! 
 | #Mkstalin | #Dmk | #Amitsha | #Bjp | #IPL2024 | #PetrolDieselPrice | #Bus | #EdappadiPalaniswami | #Aiadmk | #AMMK 
",Neutral
"பாஜக தான் என் பி டீம் - அண்ணாமலையை கலாய்த்த சீமான்!

#zeetamilnews #seeman #palani #bjp #annamalai #electioncampaign #tamilnews

",Substantiated
"கிளிக்கு கிலியாகும் திமுக

#kili #kilijosiyam #joshiyam #kilijoshiyam #police #DMK #LokSabhaElection2024 #parrots ",Sarcastic
"இந்தியாவின் அரசியல் தூண் 
இன்னும் 10000 ஆண்டுகள் ஆனாலும் போற்றுதலுக்குரிய பேரரசன் 

#BRAmbedkar #MKStalin | #DMK | #BJP | #LokSabaElection2024 | #PMModi | #Ambedkar | #BRAmbedkar #TamilNewYear #TamilNewYear2024 ",Positive
"வணக்கம் தேநீர் அருந்துவோமா !
அதிவேகம் வேண்டாம் !
அழைப்பை எடுத்துப் பேசுங்கள் ! 

கலகலப்பாகிய நாம் தமிழர் பொதுக்கூட்டம் . 

நாம் தமிழர் ஆட்சியில் 
தமிழ்நாட்டில் தமிழ் மொழி மீட்சிக்கான நடைமுறைகள் செயல்படுத்தப்படும் .  

-செந்தமிழன் சீமான் 
தலைமை ஒருங்கிணைப்பாளர்


#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople
#Elections2024
#திருவண்ணாமலை",Sarcastic
"பெரம்பலூர் தொகுதியை 1 நம்பர் தொகுதியாக மாற்ற நம்பர் 1'ல் வாக்களியுங்கள் 
தேர்தல் நாள் ஏப்ரல் 19 
உங்கள் ஒட்டு உதய சூரியானுக்கு ...!

   #dmk #Vote4DMK #dmk4tn #loksabhaelection2024 #parlimentelection #Vote4KNArunnehru #Vote4INDIA #TamilNadu #TNELECTIONS",Opinionated
"ரோடு போட வக்கில்லை இதுல பெருமையா விளம்பரம் மயிறு வேற 😡😡😡

இதுதான் திராவிட மாடல் வளர்ச்சி லட்சணம் மக்களே... திமுக ஆட்சிக்கு பிறகு தமிழகத்தில் சாலைகள் எப்படி இருந்தது என்று சிந்தித்து வாக்காளியுங்கள் 🙏

 #Annamalai #கஞ்சாநிதி #DMKFailsTN ",Opinionated
"குறள் 25#திருக்குறள் #thirukural #thiruvalluvar #திருவள்ளுவர் #அதிகாரம் 1 



#athigaram #கடவுள்வாழ்த்து . #venadanto #thirukural365 #thirukural25 #dailyquotes #trending #chennai #venadanto #Seeman #thiruvalluvar

. ",Opinionated
"ஓட்டு போட போற பொண்ணே ஒதுங்கி நிக்காத... விலைவாசி ஏறி போச்சு.. வாழ்க்கை நிலை மாறி போச்சு..' பாட்டு மூலம் சீமான் ஓட்டு வேட்டை.!

#Namakkal | #NTK | #Seeman | #Election2024 | #ParliamentElection | #ElectionCampaign | #ElectionUpdateWithPolimerNews | #PolimerNews ",Positive
"உபீஸ் டைம்லைன் 👇🏻

#Mike_VoiceOfPeople 
#NTK_Symbol_Mike 
#மக்களின்_சின்னம்_மைக் 
#WishtlePodu 
#TheGreatestOfAllTime ",Sarcastic
"சீமானுக்கு சின்னமும் இல்லை, ஓட்டும் இல்லை ; அண்ணாமலை

#UpdateNews | #BJP | #Annamalai | #Coimbatore | #Seeman | #NTK | #LokSabhaElection2024 | #ParliamentElection | #Politics | #TamilNews | #UpdateNews360 ",Positive
"தமிழ்நாட்டிற்கு வந்து தமிழில் வணக்கம் சொல்லும் மோடி டெல்லி சென்றதும் ஏன் ‘ஒரே நாடு, ஒரே மொழி’ என ஒரு மொழிக்காக எப்போதும் பேசுகிறீர்கள்?

தமிழ், கன்னடா, பெங்காளி, மணிப்பூரி ஆகிய மொழிகளுக்கெல்லாம் ஏன் நீங்க பேசக்கூடாது? ",Negative
இது எந்த ஊர்,None of the above
"திருவண்ணாமலை நாடாளுமன்றத் தொகுதி வெற்றி வேட்பாளர் மருத்துவர் இரா.ரமேஷ் பாபு  அவர்களை ஆதரித்து  தலைமை ஒருங்கிணைப்பாளர்  
செந்தமிழன் சீமான்  அவர்கள் தலைமையில் கீழ்ப்பென்னாத்தூர் ( பேருந்து நிலையம் அருகில் )#மக்களின்_சின்னம்_ஒலிவாங்கி #மக்களின்_சின்னம்_மைக் #Mike_VoiceOfPeople #ntk ",Negative
"*அதிமுக 500 கொடுத்தால் நாம் 1000 கொடுப்போம்
*அதிமுக 1000 கொடுத்தால் நாம் 2000 கொடுப்போம்..*
*தூத்துக்குடி திமுக*
*ஓட்டுக்காக மக்களை விலை பேசும் #பங்காளி_கட்சிகள் எப்படி மக்கள் நலனுக்காக உழைப்பார்கள்*

#DMKFailsTN #NoVoteToDMK
#NoVoteToADMK   #கஞ்சா_உதய் ",Sarcastic
"நாம் தமிழர் கட்சி திருப்பெரும்புதூர் நாடாளுமன்றத் தொகுதி  வெற்றி வேட்பாளர் 
பெயர்: வெ.இரவிச்சந்திரன், PhD(Regen med), BDS,FIIS, FIMCS, Diplomat-USA, FIFSM,FIOCT
சின்னம்: ஒலிவாங்கி🎙️(#மைக்)
வரிசை எண்:  13 
#சீமானின்_சின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike
#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople",Neutral
"வரும் நாடாளுமன்றத் தேர்தலில் உங்கள் வாக்கு யாருக்கு?
#ElectoralBondsCase 
#Elections2024 
#ParliamentElection2024 
#Congress 
#BJPAlliance 
#DMK 
#ADMK 
#NTK 
#NOTA 
#Elections 
#memberofparliment",Opinionated
"13 வருஷமா உங்களுக்காக கத்திக் கத்தி செத்துக் கொண்டிருக்கிறேன்.. எனக்கு ஆதரவு கொடுங்க : சீமான் உருக்கம்!!

#UpdateNews | #NTK | #Seeman | #Thoothukudi | #LokSabhaElection2024 | #Election2024 | #Politics | #TamilNews | #UpdateNews360
",Neutral
Saran Raj   கண்ணாடி ல பாரு,None of the above
"திமுக வை வருத்தெடுத்த அண்ணன் எட்ப்பாடியார் 🔥

 #ADMK_SLM
  #admk #Aiadmk   #ADMKForTN #வாக்களிப்பீர்_இரட்டைஇலைக்கே  #அதிமுக #இரட்டைஇலை #ஒற்றைவிரலால்_ஒங்கிஅடிப்போம்

",Opinionated
"தளபதி....! ❤️😍❤️

#RahulGandhi #MKStalin ",Negative
"வாங்க வாங்க நம்ம வீட்டு செல்ல பிள்ளை நம்ம அண்ணன் 
தலைவர் 💙 மக்களின் பிரதமர் வந்துவிட்டார் 
ஓடிவாருங்கள் நம்ம தலைவர் ஸ்டாலின் வந்துவிட்டார் ❗❤

#Rahul_Gandhi
#MKStalin #Elections2024 #Covai #congress #INDIAAlliance     ",Positive
"தஞ்சையில் #சீமான் அண்ணனின் வாகன பரப்புரைக்காக கூடிய கூட்டம்..

நாம் வெல்றோம்! 😍

🎙️

#மக்களின்_சின்னம்_மைக்
#சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் 
#நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி 
#ஒலிவாங்கி ",Negative
"திமுக விடம் இருந்து தமிழ்நாட்டை காத்தது புரட்சித்தலைவர் எம்ஜிஆர் .....
#mgr #admk #DMKFailsTN #newsj 

 |
 |
  | 
|  |  
 |  ",Substantiated
"#சீமானின்_சின்னம்_ஒலிவாங்கி #Seeman #Seeman2024 #Seeman4TN #Seemanism #சீமானிசம் #SEEMAN2024ELECTION #மக்கள்-தலைவன்-சீமான் 

திமுகவின் ஆட்சி சந்தி சிரிக்குது | விளாசும் பாமக வினோபா பூபதி | கொடி பறக்குது | Aadhan Tamil  via ",Substantiated
இன்று மாலை நாகர்கோவிலில்..,Sarcastic
"சின்னம் இல்லா தேர்தல் என்பது நியாயமான தேர்தல் முறைக்கு வழிவகுக்கும். சீமான் சொல்வது  சட்டப்படி சரியான கூற்று - முன்னாள் தலைமை தேர்தல் ஆணையர் கோபால்சாமி 

Full video:



#Seeman #LokSabhaElections2024 #Elections2024 ",Positive
"ரத்தம் கக்கி சாவிங்க அப்படின்னு சொல்லி மிரட்டலாமா

வெற்றி நமதே 🚩

#vote4paulkanagaraj #bjp4northchennai #paulkanagaraj4northchennai #Election2024 #TNBJP #LokSabhaElections2024 #rcpaulkanagaraj #northchennai #BJPTN #DMKFailsTN #AdmkFailsTN #pmk ",Sarcastic
tamilansat arjun  அவர்களும் பேய்கள் இல்லை இந்த கருத்து வரவேற்கத்தக்கது 2017 who எடுத்த சர்வே என்ன சொல்கிறார்கள்  10 இல் 1 Homosexual அக இருக்கிறார்கள்   அதாவது யார் குடும்பத்தில் வேண்டுமானலும் இருக்கலாம் தங்கள் குடும்பத்தில் அப்படி இருந்தால் அந்த நபரின் தனிபட்ட உணர்வுகளை புரிந்து கொள்ள வேண்டும் அவர்களும் மனிதன் தான் Homosexuality காதல் உணர்வுகளையும் சார்ந்தது ஆனால் இந்த சமூகம் காமத்தை மட்டுமே முதல் எடுத்துக்காட்டாக பார்கிறது அது தவறான நோக்கம்,None of the above
"#சீமானின்_சின்னம்_ஒலிவாங்கி #Seeman #Seeman2024 #Seeman4TN #Seemanism #சீமானிசம் #SEEMAN2024ELECTION #மக்கள்-தலைவன்-சீமான் 

",Sarcastic
"நாடாளுமன்றத் தேர்தல் | சீமான் பரப்புரை | அருப்புக்கோட்டை பொதுக்கூட்டம்! #Seeman #NTK #NaamTamilarKatchi #TamilNews #Virudhunagar #KarthikaiMedia 
",Neutral
"🌎 💛 🕶️🖊️✍️ 📚
🌞🏕️ வள்ளுவமும் வாழ்வியலும் 🏞️🌙
🖤 முத்தமிழறிஞர் கலைஞர் ❤️ அவர்களின் உரையுடன் 📔 நாளும் ஒரு குறள் 📔
திருக்குறள் : பொருள் : நட்பியல் : அதிகாரம் 92 : வரைவின்  மகளிர் : குறள் 911
#Thirukkural #Thiruvalluvar #Tamil #TamilNadu #Kalaignar #MKStalin #MKStalinEra #DMK ",Neutral
"மகளிர் உரிமைத் தொகை திட்டத்தை விமர்சித்த சீமான்!

 | #Seeman #MKStalin #NTK ",Neutral
"🇰🇬🎙️ இனத்தின் வலிதாங்கி நிற்கும் ஆருயிர் அண்ணனுக்கு பெருமை மிக்க புகழ்ச்சி புரட்சி வாழ்த்துக்கள் 🎙️🇰🇬

#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople
🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️ ",Substantiated
"மகளிர் உரிமைத் தொகை திட்டத்திற்கு ஒதுக்கப்பட்டுள்ள நிதி ரூ.7000 ஆயிரம் கோடி. அதில் ரூ.1540/- கோடி SC/ST மக்களின் சிறப்பு உட்கூறுத் திட்ட நிதியிலிருந்து மடைமாற்றம் செய்யப்பட்டுள்ளது...

#திராவிடமாடல்பரிதாபங்கள் 

   ",Sarcastic
"தன்னம்பிக்கை மிக்க தலைமையா?

துண்டுச்சீட்டு தலைமையா?

#EdappadiPalanisamy 
#Edappadi 
#EdappadiPalaniswami 
#EPS 
#EPSTamilNadu 
#eps 
#tamilnadu 
#election 
#election24 
#DMKFails 
#dmkfails 
#dmktnfails
#nareshkarthick
#pallavaramitwing ",Sarcastic
"இங்கு 21 to 40 வேட்பாளர்கள் லிஸ்ட் இருக்கிறது. அவரவர் தொகுதி வேட்பாளர் போஸ்ட் எடுத்து வாட்ஸஅப் ல் சொந்தம் நண்பர் உறவினர்களுக்கு நுன்னியல் பரப்புரை செய்யுங்கள்.  (2/2)...
#மக்களின்_சின்னம்_மைக் #நமதுசின்னம்_ஒலிவாங்கி #சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் #சீமானின்_சின்னம்_ஒலிவாங்கி ",Opinionated
"ABP NADU EXCLUSIVE: எல்லாம் தனியார்மயம்; மக்களிடம் வரி: வெளுத்து வாங்கிய சீமான் - சிறப்பு பேட்டி


#Seeman #BJP #Congress",Opinionated
"நீட் தேர்வு அறிமுகப்படுத்தப்பட்ட காலத்தில் அதை எதிர்த்து தமிழ்நாட்டிற்கு விலக்கு பெற்றுத் தந்தது திமுக. தொடர்ந்து எதிர்த்தும் வருகிறது.

ஆனால், அடிமை அதிமுகவும், பாசிச பாஜகவும் சேர்ந்து கொண்டு நீட் தேர்வை நுழைத்து தமிழ்நாட்டுக்கு உயிர் கொல்லியாய் இருந்து வருகிறது.

#BanNEET ",Substantiated
"நாம் தமிழர் கட்சியினர் நாங்கள் தனித்துவமானவர்கள்.

அதனால் தான் எம் மக்களால் கொண்டாடப்படுகிறோம்..
#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople | #Seeman4TN ",Positive
"“எனது மூத்த அண்ணன் மு.க.ஸ்டாலின்”

 | #MKStalin | #RahulGandhi | #2024loksabhaelections | #INDIAAlliance |  |  |  |  |  | ",Opinionated
"#மக்களின்_சின்னம்_மைக் 
#Mike_VoiceOfPeople 

கனிம வளங்கள் 
யாரு யாரால் கொள்ளை அடிக்க பட்டது ? ",Neutral
"போர் எண்பது ரத்தம் சிந்தும் போர் அரசியல் என்பது ரத்தம் சிந்தாத போர்‌‌...
புரட்சிகர அரசியல் படை 
அண்ணன் சீமான்
#ஒலிவாங்கி_மைக்
#சீமான் #நாம்தமிழர்கட்சி
#திருநெல்வேலி #நெல்லை
#நமதுசின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike  #Seeman #NTK #Seeman4TN #Seeman_Symbol_Mike 
#NTK4TN #tirunelveli ",Opinionated
"திருட்டு பய"" என்பது எதனால? 😂

லிஸ்ட் போடு அடிக்குறாங்க 🤧🤧

#ஒரு_வயசான_திருட்டுப்பய 
#Vote4INDIA #DMKFailsTN ",Sarcastic
" #Katchatheevu தாரைவார்த்தது #தமிழர்விரோதிதிமுக வும் காங்கிரசும் என போர்க் கொடி தூக்கியவர் #சீமான்

மதுக் கடைகளை மூடி கள்ளுக் கடைகளை திறப்போம் என கூறியவர் #Seeman

தமிழ்நாட்டை தமிழர்தான் ஆள வேண்டும் என கூறியவர் சீமான்

இன்று Sleeper Cell #Annamalai யும் அதையே பேசுகிறார்! 😂🤣",Negative
so far only 13 dislikes   but 230 likes   இதுவே நீங்க சொல்ல வந்த விடயத்துக்கு கிடைத்த மிக பெரிய வெற்றி என நான் கருதுகிறேன்,None of the above
"வன்முறை வெறியாட்ட கும்பல் 
பாஜக #NoVoteToBJP
#Vote4INDIA #DMK #MKStalin",Opinionated
நா என்ன துப்பாக்கி எடுத்துட்டு போயா சுட முடியும் - #எடப்பாடியார் | #ADMK | RealPix,Sarcastic
"வாரத்திற்கு ஒரு நாள் லீவ்...6 மாதத்திற்கு ஒரு முறை குடும்ப சுற்றுலா...போலீஸ்காரர்களுக்காக வாக்குறுதிகளை அள்ளி வீசிய சீமான்!

#NTK #Seeman #NaamTamilarKatchi #Election2024 #ElectionCampaign #LokSabhaElection2024 #NewsTamil24x7 ",Negative
"எனக்கு உன் வாக்கு முக்கியமல்ல , உன் வாழ்க்கை முக்கியமானது . 

நீ நேசிக்கும் வரை உன்னை விடாமல் தொடர்ந்து நேசித்துக் கொண்டே இருப்பேன் . உன்னை ஒரு போதும் 5 க்கும் 10 க்கும் அடமானம் வைக்க மாட்டேன் 
-செந்தமிழன் சீமான் 


#seeman | #NTK |
#சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் ",Neutral
"எம் இனத்தின் கடைசி நம்பிக்கை, சீமான் 🎙💪
.
.
.
#தமிழ்தேசியம் #நாம்தமிழர் #NTK #TNCM #SEEMAN #SeemanforTN #tnpoliticsvideo #tamilnadu #tnpolitics #tamil #tamildesiyam #tamilnationality #peoplesleader #tamilleader #trending #instagram #ntkitwing
",Positive
"இந்தியாவை காக்க, ""மதவாத - பாசிச பாஜகவை ஆட்சியில் இருந்து அகற்றுவோம்!""

#ஸ்டாலின்குரல்💕
#CMMKStalin💖
#இளந்தலைவர்🌄
#Vote4DMK🖤❤️
#Vote4RisingSun🌄
#UdhayanidhiStalin💞
#Vote4INDIA🇮🇳
#BJPFearsINDIA  #NoVoteForBJP #ADMK #CAA #NEET #PayPM #GoBackModi #VVPAT #LokSabhaElections2024",Opinionated
"தென்காசி மக்களவைத் தொகுதி - ஓர் அறிமுகம்

#LokSabhaElections2024 #Election2024 #tenkasiconstituency #tenkasi #congress #aiadmk #bjp #ntk #parliment #hindutamil ",Neutral
திமுக எந்த காலத்திலும் பெண்களுக்கு உரிய மரியாதையை வழங்கியது இல்லை! அஅதற்கு எடுத்துக்காட்டு இந்த திமுகவின் கீழ்தரமான விளம்பரம்!  என்ன மேடம் நடவடிக்கை எடுப்பீங்களா இதுக்காவது?!   #TamilNadu #LokasabhaElection2024 #DMKFailsTN,Negative
"இசுலாமிய மக்களை அடிமைகளாக வைத்திருக்கும்
#திருட்டு_திராவிடம்
 
ஓட்டு பிச்சை வாங்குவதற்கு முன்

#இசுலாமிய_மக்களை_அடிமைகளாக_வைத்திருக்கும்_திமுக

#இசுலாமிய_விரோதி_திமுக

#DMKFailsTN
#உபிஸ்பரிதாபங்கள்
#திராவிடமாடல்பரிதாபங்கள் ",Positive
"எனக்கு வீடு இல்லிங்கோ😂🤣🤣

#திருட்டு_பாஜக #மக்களின்_சின்னம்_மைக் #Mike_TheVoiceOfPeople ",Substantiated
"""திமுகவை கண்டு அஞ்சும் மோடி!""

#ThamizhachiThangapandian #DMK #Modi #BJP ",Neutral
"Mass Crowd 👏🔥🥰💥❤

ஓடிப்போ மோடி - கோவை மக்கள் 🌤🌤🌤

#MKStalin #RahulGandhi #Vote4INDIA ",Sarcastic
" கிளி ஜோசியர் சொல்லிட்டாரு… போடா புளுத்தி. 

#NoDMK #CorruptDMK #திருட்டுதிமுக #DrugMafiaDMK #திருட்டு_திமுக 🦹‍♂️👹☠️ #viral #trending ",Neutral
அண்ணாமலை அவர்கள் அதிமுக தேர்தலுக்கு பிறகு இருக்காது என்று கூறியதற்கு எதிராக எடப்பாடி பழனிசாமி அவர்கள் சேலத்தில் பதிலடி கொடுத்தார் நல்ல தைரியமான தலைவன் #EPS #EdappadiPalanisami #ADMK #ADMK_CHN #ADMK_CBE #ADMK_SLM,Opinionated
"#திருட்டு_திராவிடம் #திருட்டுதிமுக #திருட்டுவிசிக #விசிக 

 எனும் கம்நாட்டியின் திட்டமிடப்பட்ட கட்டமைப்பு தான் மோடி எதிர்ப்பு.",Neutral
"கோவை மக்களின் இன்றைய நிலவரம்... 

ஆடு வெட்டி பிரியாணி போட தயாராகுங்கள் 
இரத்தத்தின் ரத்தங்களே ",Opinionated
"மக்களே இந்த அழுமூஞ்சுகளுக்கா உங்கள் ஓட்டு

திமுகவும் அதன் கூட்டணி கட்சியின் கடைசி பிரம்மாஸ்திரம் 

செய்த சாதனையை சொல்லி ஓட்டு கேளுங்கடானா 🤦🏻‍♂️

#ஆயிரம்_ரூபாய்க்கு_பிறந்தவனுங்க ",Sarcastic
"செய்தித் தெறிப்புகள் @ ஏப்.13: அண்ணாமலை புது கணிப்பு முதல் ஸ்டாலின் ‘வார்னிங்’ வரை

#Annamalai | #BJP | #MKStalin | #DMK | #top10news |

",Sarcastic
"தமிழக உரிமை காக்க, டெல்டா விவசாயம் வளர்க்க திமுகவை ஒழிப்போம்! 

#DMKFailsTN",Opinionated
"பிளவுபடுத்தும் அரசியல்: சிஏஏ சட்டத்திற்கு எடப்பாடி, விஜய் எதிர்ப்பு! 
 | #CAA | #Edappadi | #Vijay | #Aiadmk | #TVKParty 
",Opinionated
"#NewsUpdate | “அதிமுகவிற்கு அமோக ஆதரவு” 

Click Link: 

#EdappadiPalanisami | #ADMK | #Ariyalur | #ADMKcandidate | #NewsTamil24x7 ",Positive
"கார்ட்டூன்: தமிழக வளர்ச்சிக்கு தடையாக திமுக உள்ளது! - பிரதமர் மோடி.
#DMK #BJP #MKStalin #PMModi #Kamadenutamil ",Sarcastic
" தமிழக மக்களுக்கு என்னுடைய சிரம் தாழ்த்தி வணங்குகிறேன், தயவு செய்து திராவிட கட்சிகள் அதுவும் திமுக வுக்கு ஓட்டே படாதீங்க.. நீங்க நல்லா இருக்கனும் நாடு முன்னேற 🙏

#NoVoteToDMK
#DMKFails
#DMKFailsTN utterly !",Neutral
"இவ்வளவு நாள் எங்க  அம்மா இருதிங்க.. உங்களுடைய பேச்சு சரவெடி💥💥💥#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople ",Opinionated
"திமுக அதிமுக ஆட்சியில் நடந்த மாபெரும் ஊழல்களால், தமிழகம் வளர்ச்சி அடையவில்லை - அமித்ஷா !  #bjp #AmitShah #dmk #admk",Opinionated
"கைபேசியில் பொழுதை மட்டுமே போக்கிக் கொண்டிருந்த இளம் தலைமுறையை, உள்ளூர் முதல் உலக அரசியல் வரைப் பேச வைத்தது தான் நாம் தமிழர் கட்சியின் சாதனை🔥🔥🔥

#மக்களின்_சின்னம்_மைக் #Mike_VoiceOfPeople ",Negative
தேர்தல் டைம் மெமரி லாஸ் 😁😁#periyar #dmk #kani,Sarcastic
"பாஜக , காங் ஆளும் நிலையை ஒழிக்க வேண்டும்சீமான் பரபரப்பு பிரச்சாரம்

Click Link: 

#bjp #congress  #NTK #Seeman #NaamTamilarKatchi #Election2024 #ElectionCampaign #LokSabhaElection2024 #NewsTamil24x7 ",Negative
"ஓட்டுக்கு கொடுக்க பணம் எப்படி வருது?

#seeman | #ntk | #naamtamilarparty | #loksabhaelection2024 | #electionwithibctamil ",Sarcastic
"#மக்களின்_சின்னம்_மைக் 
#Mike_VoiceOfPeople 

கனிம வளங்கள் 
யாரு யாரால் கொள்ளை அடிக்க பட்டது ?

#பாசிச_பாஜக #திருட்டு_திமுக 
#அடிமைஅதிமுக  #கோமாளி_காங்கிரஸ் ",Neutral
"#JUSTIN | இபிஎஸ் ரோடு ஷோவுக்கு எத்தனை பேர் வருவார்கள்? - அண்ணாமலை

#Annamalai | #BJP | #LokSabaElection2024 | #RoadShow | #ModiRoadShow | #EdappadiPalanisami | #ADMK ",Sarcastic
"நாங்கள் அண்ணன் தம்பிகளாக இருக்கிறோம் - வினோஜ் பி செல்வம் கருத்துக்கு அமைச்சர் சேகர் பாபு பதிலடி
#Chennai | #MinisterSekarbabu | #DhayanidhiMaran | #VinojPSelvam | #DMK | #ADMK | #BJP | #PMK | #ParliamentElection | #Election2024 | #Election | #ElectionRules | #ElectionUpdate | #ElectionUpdateWithPolimerNews",Opinionated
"#மயிலாடுதுறையில் திமுக கூட்டணி, 

#காங்கிரஸ் வேட்பாளர் சுதாவை விரட்டி அடித்த விவசாயிகள்! 

விவசாயிகளை திமுக நிர்வாகிகள் அதட்டி பேசியதால் பரபரப்பு!

#திருட்டுதிமுக #திமுக_நாட்டுக்கும்_வீட்டுக்கும்_கேடு ",Opinionated
"மோடி என்ன கேரண்டி தருவார் அண்ணாமலையின் பதில்

#annamalai #modi #bjp #dmk #mkstalin #tamilnews ",Substantiated
"#Edappadi எடப்பாடி பழனிச்சாமிக்கு தண்ணி காட்டியவன் நான்... 🔥😎

 இங்கனம்

Annadurai PMK - ந.அண்ணாதுரை பாமக

#annaduraisalemmp
#voteforchange2024
#VoteForPMK 
#TN_25படைவீடுபாமக ",Sarcastic
"திராவிட மாமன்னன்கள்
திருடர்கள் முன்னேற்ற கழகம்....
🤭🤭🤭

#சாதிவெறி_திமுக 
#திருட்டு_திமுக
 #சாத்தானின்_ஆட்சி
 #திருட்டு_திராவிடம்
#உபிஸ்பரிதாபங்கள்
#திராவிடமாடல்பரிதாபங்கள்
#DMKFailsTN

#சாத்தான்_செத்தொழிந்தநாள் ",Negative
"நேரலை | முதலமைச்சர் மு.க.ஸ்டாலின்  தேர்தல் பரப்புரை

Watch here: 

#DialogueTamil #MKStalin #Politice #TNPolitics #Election2024 #LoksabhaElection",Opinionated
"என் வெற்றியை தடுக்க பார்க்கிறார்கள் - வித்யாராணி வீரப்பன் புகார்



#vidyaraniveerappan #NTK #seeman #LokSabhaElections2024 #DailyThanthi",Opinionated
"நாடாளுமன்றத்தில் சமசுகிருதத்தில் பெயர் பலகை வைத்த பாஜக தைரியம் இருந்தால் தேர்தல் அறிக்கையும் சமசுகிருதத்தில் வெளியிடடுமா

திமுக பாஜக இரண்டும் தமிழ் எதிரிகள்!

தமிழா விழித்துக்கொள்!
#NTK ",Negative
இயற்கையை மாற்றியமைக்க வேண்டாம் பின் விளைவுகள் கடுமையாக இருக்கும்,None of the above
"ரோடு ஷோ என்று ரோடு ரோடாக டாட்டா காட்டும் மோடிக்கு 19ஆம் தேதி மக்கள் டாட்டா காட்ட வேண்டும்

🎙️நமது சின்னம் ஒலிவாங்கி🎙️

#சீமானின்_சின்னம்_ஒலிவாங்கி 
#NTK #Seeman #Modi2024 #roadshow
#Mike_VoiceOfPeople ",Negative
"மக்களவைத் தேர்தலில் போட்டியிடும் தென்சென்னை தொகுதி அதிமுக வேட்பாளர் ஜெயவர்தன் கண்ணகி நகரில் வாக்கு சேகரிப்பு

#ADMK | #LokSabhaElections2024 | #ElectionWithIBCTamil |  ",Neutral
மத்திய அரசு நிதியை திமுக என்ன செய்கிறது ? 👇,Neutral
"இவங்க பயங்கர பொய் சொல்லுவாங்க… இவங்க பொய்ய பயங்கரமா சொல்லுவாங்க…'' அடுக்கு மொழியில் பேசி திமுக, பாஜகவை விமர்சித்த நடிகை விந்தியா...! 
#Vindhiya | #DMK | #ADMK | #BJP | #PMK | #ParliamentElection | #Election2024 | #Nomination | #Election | #ElectionRules | #ElectionUpdate ",Opinionated
"நாம் தமிழர் கட்சியை இருட்டடிப்பு செய்யும் புதிய தலைமுறை தொலைக்காட்சி : இடும்பாவனம் கார்த்திக்

காணொளி: 

#seeman #NaamTamilar #சீமானின்_சின்னம்_ஒலிவாங்கி_மைக் #சீமானின்_சின்னம்_ஒலிவாங்கி #Tamilnadu",Substantiated
"18 ஆண்டுகள் மத்தியில் அமைச்சர்களாக ஆட்சி செய்த திமுக, எந்த மாநில உரிமையை பெற்று தந்திருக்கிறார்கள்? - #சீமான் 
#மக்களின்_சின்னம்_மைக்",Substantiated
"ராகுல் 🔥🔥

#IndiaAlliance #MKStalin #RahulGandhi ",Opinionated
"""ஆளுநர் நடவடிக்கை எடுக்காதது ஏன்?"" தங்க தமிழ்ச்செல்வனை கேள்வி 

#Theni #ThangaTamilSelvan #DMK #ElectionCampaign #NewsTamil24x7 ",Opinionated
அழு கத்தி அழு கதறி அழு. #மீண்டும்வேண்டும்மோடி #VoteForBJP #DMKFailsTN,Sarcastic
"Countdown தொடங்கிவிட்டது

#MKStalin | #CSDS | #PMModi | #LokSabhaElections2024 ",Sarcastic
"பிரசாரத்தில் சீமானின் புது வியூகம்.. இதுல அடிச்சிக்க ஆளே இல்ல அடித்து ஆடும் நாதக



#Seeman #NaamTamilarKatchi #seemanspeech #ThanthiTV",Negative
