Id,content,Labels
PS_301,ganesh s Sakthi  உங்க நம்பர்,None of the above
PS_302,"கச்சத்தீவு விவகாரம். அண்ணாமலை வாங்கிய தகவல்.. #நாம்தமிழர்கட்சி சார்பில் போட்டியிடும் வேட்பாளர் #கலாமணிஜெகநாதன் அடுக்கடுக்கான கேள்வி?


#NTK
#Seeman
#ParliamentElection2024
#சீமானின்_சின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike ",Substantiated
PS_303,"நம்ம சாமி!
நம்ம கோவில்!!
நாமே பாதுகாப்போம்!

3500 தெருமுனை பிரச்சாரம்!
1,75,000 பார்வையாளர்கள்!!
10,00,000 மேற்பட்ட துண்டு பிரசுரங்கள்!

சிறுபான்மையினரிடம் மண்டியிடும் #திராவிடமாடல்பரிதாபங்கள்!
தொடர்ந்து ஆலயங்கள் இடிப்பு!!
கருத்து சொன்னால் ஆளும்கட்சியின் ஏவல்துறையாகும் காவல்துறை! ",Neutral
PS_304,"கோவையில் ரோடு ஷோ நிகழ்ச்சிக்கு பின் நிர்மலா சீதாராமன் தன்னை குறித்து பேசும் போது கூர்ந்து கவனித்த அண்ணாமலை..!
#Coimbatore | #Annamalai | #FinanceMinister | #NirmalaSitharaman | #ADMK | #Election2024 | #ADMK | #VCK | #Congress | #DMDK | #INDIAAlliance | #BJP | #ElectionCampaign | #ElectionUpdateWithPolimerNews",Opinionated
PS_305,"#திருவள்ளூர்_மேற்கு_ஒன்றியம் உட்பட்ட 
மாவட்ட அணிகளின் அமைப்பாளர்கள்,துணை அமைப்பாளர்கள், மாவட்ட அணிகளின் தலைவர்கள் மற்றும்  துணை தலைவர்கள் ஆலோசனை கூட்டம் இன்று நடைபெற்ற போது.

#DMK #MKStalin #UdhayanidhiStalin #dmkyouthwing #DMKITWING #Congress ",Opinionated
PS_306,"DMK IT wing மிகவும்‌ கேவலமான வார்த்தைகளால் தலைவர் அண்ணாமலையை விமர்ச்சிக்கிறார்கள்.. 

பாஜக சொந்தங்களே என்ன செய்து கொண்டு இருக்கிறீர்கள்.. ",Opinionated
PS_307,தமிழ்நாட்டில் கிளி ஜோசியக் காரர்களும் குடுகுடுப்பைக் காரர்களும் தலை மறைவு. #புலிகேசிஅரசு #DMKFailsTN,Opinionated
PS_308,"அடுத்த தலைமுறை களத்தில் 🔥🌅சொல்வதையும் செய்வோம் அது கலைஞர் பாணி! 

சொல்லாததையும் செய்வோம் இது ஸ்டாலின் பாணி!!
#Vote4RisingSun #Vote4INDIA   #2024elections  #DMK #Wing2point0 #MKStalin #UdhayanidhiStalin #DMKITWING #dmkyouthwing ",Sarcastic
PS_309,"🇰🇬🎙️ சரவெடி சரண் அடுத்த பாடல்;-  சீமான் அண்ணன் வராருன்னா சங்கிங்க எல்லாம் கதறும் 🎙️🇰🇬

#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople
🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️🎙️ ",Sarcastic
PS_310,"அதிகாரத் திமிரில் அராஜகங்களும், கலவரமும் செய்கிறார்கள்; மோடியும், பாஜவும் வீட்டுக்கும் நாட்டுக்கும் கேடு: அவிநாசி பொதுக்கூட்டத்தில் முதல்வர் மு.க.ஸ்டாலின் ஆவேச பேச்சு - 
#MKStalin #parlimentelection2024 #TamilNadu #political #DinakaranNews 

",Positive
PS_311,"திருவள்ளூர் தொகுதி மக்கள் - திமுக வெற்றி உறுதி!🖤❤️

#RahulGandhiForPM #Vote4INDIA #Vote4Dmk #DMK4TN #Tiruvallur #MinnambalamSurveyResults #MinnambalamMegaSurvey2024 #DMK
#EllorumNammudan ",Negative
PS_312,"பதில்சொல்ல முடியாது திணறிய உதயநிதி!  குமரியில் சிறப்பான சம்பவம் : இடும்பாவனம் கார்த்திக்

காணொளி: 

#TamilNadu #DMKAlliance #DMKFails #MKStalin #UdhayanidhiStalin ",Positive
PS_313,"நமது கோவை வேட்பாளர் சகோதரி கலாமணி, சேரன் அகாடமி வலையொளியின் தோழர் ஹூசைன் அகமது அவர்களுடன் உரையாடல்.

நம் உறவுகள் பார்த்துவிட்டு, பகிர்க!

#மக்களின்_சின்னம்_மைக்



",Sarcastic
PS_314,"#NEWSUPDATES 

“எப்போதெல்லாம் இந்தியாவை புரிந்து கொள்ள விரும்புகிறேனோ அப்போதெல்லாம் தமிழ்நாட்டை பார்க்கிறேன்;

பெரியார், அண்ணா, காமராஜர் போன்ற ஆளுமைகளை தந்த மாநிலம் தமிழ்நாடு ;

சமூக நீதி எப்படி இருக்க வேண்டும் என்பதற்கு தமிழ்நாடு ஒரு  முன்னுதாரணம், அதனால் தான் இந்திய ஒற்றுமை பயணத்தை தமிழ்நாட்டில் இருந்து தொடங்கினேன்”

- நெல்லையில் INDIA கூட்டணி கட்சிகளை சேர்ந்த 8 வேட்பாளர்களை ஆதரித்து நடந்த பிரச்சார பொதுக்கூட்டத்தில் காங்.மூத்த தலைவர் ராகுல் காந்தி பேச்சு

#Congress | #DMK | #INDIAAlliance | #DMKAlliance | #RahulGandhi | #Nellai | #Tirunelveli | #Madurai | #ElectionCampaign | #Elections2024 | #LokSabaElection2024 | #ElectionsWithNews7Tamil | #News7Tamil | #News7TamilUpdates",Neutral
PS_315,"தமிழா எப்பொட இப்படி பேசபொரிங்கள் , பாரு சங்கிகளை வச்சி செய்றாங்கோ கர்நாடகாவில். 

#Tamils #TamilNadu #பிஜேபி
#BJPAlliance #CongressManifesto
#Seeman #NTK4TN
 

",Neutral
PS_316,"திருநெல்வேலி பாராளுமன்ற தொகுதி வேட்பாளர் அக்கா பா.சத்யா அவர்களுக்கு.
#ஒலிவாங்கி_மைக் சின்னத்தில் வாக்களித்து வெற்றிபெற செய்ய வேண்டும்.
#நாம்தமிழர் #நாம்தமிழர்கட்சி
#திருநெல்வேலி #நெல்லை
#நமதுசின்னம்_ஒலிவாங்கி
#NTK_Symbol_Mike  #Seeman #NTK #Seeman4TN #Seeman_Symbol_Mike 
#NTK4TN ",Neutral
PS_317," டேய் வேஸ்ட்டட் ஆடு 😭😭😭😭😭
நீ பெரிய ஹிட்லர் 🤣 உன் ஃபோன் வேற tap பண்ணனுமாடா 😭😭😭
பைத்தியக்கார பன்னாட நீ அவ்ளோ worth எல்லாம் இல்லை...😂😂😂 நீயே உன்னை பத்தி பெருமையா பேசி உருட்டிட்டு இருக்கே 😡😡😡
#dmkforpeople #MKStalin #UdhayanidhiStalin #RAHULGANDHI",Substantiated
PS_318,"மிக மோசமான சூழ்நிலைக்கு தள்ளப்பட்டிருக்கிறார்கள் சிறுகுறு தொழில் முனைவோர் - ரகுநாதன்
#Vote4DMK  #GST  #NoVoteToBJP #Vote4INDIA  #GPR4CBE  #GanapathiPRajkumar  #Kovai  #MKStalin ",Opinionated
PS_319,"ஊழலில் ஊறிப்போன  தி.மு.க ஆட்சி!

     



#aiadmkitwing #aiadmk #edappadi #tamilnadu #tamilnadupolitics #politicalparties #politicalnews #UdhayanidhiStalin #Udhayanidhi #Corruption #dmkfails",Opinionated
PS_320,"இது நாம் தமிழர் காலம்!!!!

#சீமான்VsOthers 
#மக்களின்_சின்னம்_மைக்
#Mike_TheVoiceOfPeople

",None of the above
PS_321,"இவனுங்க படிச்சாலும் 200 தான் 😂😂 

 ",None of the above
PS_322,"மக்கள் வாழ்க்கை தரம் மாற 
நமது சின்னம் ஒலிவாங்கி மைக்.

நம் நிலையை மாற்ற நாம் தமிழருக்கு போடுங்க 
உங்க ஓட்ட 🎙🙏
#seeman 
#சீமானின்_சின்னம்_ஒலிவாங்கி_மைக்
    ",Positive
PS_323,"திருப்பூரில் முதல் அமைச்சர் மு.க.ஸ்டாலின் அவர்கள் இன்று பிரசாரம்

 #dmk #mkstalin #tamilnadu #tn  #tamil #seeman  #chennai  #thalapathy #admk #Elections2024 ",Opinionated
PS_324,"அண்ணாமலை ஒரு ஒட்டுச் செடி..😆

பாஜகவும்,காங்கிரசும் ஒன்று தான் 🎙️🎙️🎙️🎙️
#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople ",Positive
PS_325,"இந்திய பாராளுமன்றத்தில் பெரியப்பா #பிரபாகரன் பெயர் ஒலிக்கும்… #வீரப்பனின் மகள் #வித்யா நேரடி களத்தில் பரபரப்பு பேட்டி   

#seeman #NTK_Symbol_Mike #ntk #tamilnews #tamilnadu #சீமானின்_சின்னம்_ஒலிவாங்கி #Elections2024 #NEWSTAMIL 
#seemanlatestspeech2024 #seemanfullspeech #seemantodaynews #seemanfieryspeech2024 #seemantodayspeech #seemanmassspeech #seemanlive #seemanmeeting_madurai #SeemanMaduraiSpeech #Reservation #tnpolitics #tnewslive #pazhanganatham #seemangeneralmeeting2024",Neutral
PS_326,"மத்தவன் ஜெயிக்கிறதுக்காக விழுந்த ஒவ்வொரு தமிழனின் ஒட்டும், இனி ஒரு தமிழன் ஜெயிக்கிறதுக்காக மட்டும் தான் விழனும்🔥🔥🔥

#மக்களின்_சின்னம்_மைக் #Mike_VoiceOfPeople ",Opinionated
PS_327,"என்ன தெளிவான பேச்சு!!!
வார்த்தை அலங்காரங்கள் ஏதும் இல்லை.

வன்மத்தையும் வெறுப்பையும் உமிழவில்லை. நேர்த்தியான பக்குவப்பட்ட அரசியல் முதிர்ச்சி.

இது காலத்திற்கும் பெருமை சேர்க்கும்.
வெற்றி உறுதி
#ParliamentaryElection2024 #Elections2024 
#RaGa 
#MKStalin 
#DMK
#INC
#India_alliance",Sarcastic
PS_328,"7500 கோடி ரூபாய் நிலுவை தொகை எங்கே? - Seeman 

#Seeman | #NTK | #LokSabhaElections2024 | #2024Election | #ElectionWithIBCTamil ",Neutral
PS_329,"""பெண் பிறப்புறுப்பை"" பற்றி ஆபாசமாக வீடியோ வெளியிட்ட கேடுகெட்ட #திருட்டுதிமுக ஐடி விங் பொறுக்கிகள்...
#திமுக_நாட்டுக்கும்_வீட்டுக்கும்_கேடு 

இந்த வீடியோவை தமிழ்நாட்டின் அனைத்து தாய்மார்களுக்கு பகிர்வோம், பெண்கள் பாதுகாப்பை உறுதி செய்வோம்.!! 🙏🏻🔁 ",Neutral
PS_330,வாக்குகளை தட்டித் தூக்கும் கோவை கலாமணி! | #ntk | #seeman | #coimbatore  via,Neutral
PS_331,"திருவரங்கம் தெற்கு தொகுதி, மணிகண்டம் வடக்கு ஒன்றியம் சார்பாக வருகின்ற 2024 பாராளுமன்றத் தேர்தலுக்கான திண்ணைப்பரப்புரை &amp; வாகனப் பரப்புரை இன்று மாலை சோமரசம்பேட்டை ஊராட்சி பகுதிகளில் மிகச் சிறப்பாக நடைபெற்றது.   #மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople ",Substantiated
PS_332,"அதிமுக இரண்டாகவும் போகவில்லை மூன்றாகவும் போகவில்லை ஒன்றாக உள்ளது- இபிஎஸ்..!

#elections2024 #electioncampaign #election #eps #admk #newstamil24x7 ",Sarcastic
PS_333,இது எந்த ஊர்,None of the above
PS_334,"அடிமையாக வாழ்வதையே சுதந்திரம் என்று கருதுகிறார்கள் தமிழ் தேசிய மக்கள் -சீமான்  

#Seeman | #NTK | #ParliamentElection  #BJP #NaamTamilarKatchi #Election2024 #ElectionCampaign #LokSabhaElection2024

",Neutral
PS_335,"உலகில் மிக உயரிய கண்டுபிடிப்புகளுக்கு நோபல் பரிசு பெற்றவர்கள் எல்லாம், அவரவர் தாய்மொழியில் படித்தவர்களே.

தமிழ் படித்தால் மட்டுமே, தமிழ்நாட்டில் வேலை என சட்டம் இயற்றப்படும்.

- செந்தமிழன் சீமான்
தலைமை ஒருங்கிணைப்பாளர்

#Mike_ThePeoplesChoice 
#மக்களின்_சின்னம்_ஒலிவாங்கி 
#நாம்தமிழர்கட்சி",Opinionated
PS_336,"நீட் ரத்து பண்ண ரகசியம் தெரியும்ன்னு சொன்னீங்களே... என்ன ஆச்சு? 😡

#DMKFails #dmktroll #Udhayanidhi #udhayanidhitroll #stalintroll #stalinfails #DMKFailsTN  #விடியாத_திமுகஅரசு   #விடியா_அரசு #SayNoToDMK #BANNEET ",Neutral
PS_337,வென்றெடுப்போம் திருச்சியை! திருவெறும்பூர் தாய்மார்கள் ஆரத்தி எடுத்து வரவேற்பு!!,Positive
PS_338," தமிழ்நாட்டின் மாற்றம் #NTK
மாற்றத்திற்கான எண்ணம் மைக் சின்னம்...
#சீமானின்_சின்னம்_ஒலிவாங்கி ",Positive
PS_339,"வாக்குஇயந்திரத்தில் வரிசைஎண் 7 ல் #திருநெல்வேலி பாராளுமன்ற வேட்பாளர் அக்கா சத்யா அவர்களுக்கு #ஒலிவாங்கி #மைக் சின்னத்தில் வாக்களிக்கவேண்டும் #நாம்தமிழர் #நாம்தமிழர்கட்சி #நெல்லை #சீமானின்_சின்னம்_ஒலிவாங்கி #NTK_Symbol_Mike #Seeman #NTK #Seeman4TN #Seeman_Symbol_Mike
 ",Positive
PS_340,"அரசியல் அடிப்படை மாற்றம் வேண்டும் என்பதை உணர துவங்கிய தமிழ்நாடு மக்களின் தேர்வு - நாம் தமிழர் கட்சி.

மக்களுக்கான சேவை அரசியலின் தேர்வு நாம் தமிழர் கட்சி





#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople ",Positive
PS_341,"#திமுக சங்கிகளுக்கும் #பிஜேபி உபிகளுக்கும்(சரியாகத்தான் எழுதுகிறேன்). இந்தா கேட்டு தெரிந்துகொள்.
#DMKFailsTN #DMK #DravidianModel #DravidaModel #BJP   
",Sarcastic
PS_342,"“வேலைவாய்ப்புக்கு சரித்திரம் வாய்ந்த சட்டம்”

 | #MKStalin | #Rahul_Gandhi | #RahulGandhi | #2024loksabhaelections | #INDIAAlliance |  |  |  |  |  | ",None of the above
PS_343,"உள்ளுறுதி காண்பது தான்
பூமியிலே உன் உயரம்..!
எண்ணம் செயல் ஆகிவிட்டால்
எல்லாமே தேடி வரும்...!!🌱✌️

#வெல்லட்டும்_இரட்டைஇலை🌱 #வாக்களிப்பீர்_இரட்டைஇலைக்கே🌱

#coimbatore #Covai #ADMK #BJP #dmk #BJPAlliance #BJPFails #DMKAlliance #DMK4TN ",Positive
PS_344,"அன்புமணி மகளின் Same Side Goal | மேடையில் சீமான் செய்த சம்பவம் | காத்து வாங்கிய நட்டாவின் Road Show



#tamilmint #anbumaniramadoss #seeman #jpnadda #roadshow #bjp #ntk #pmk #seemanspeech #elections2024 #annamalai #sowmiyaanbumani #mkstalin #l ",Sarcastic
PS_345,"#Vote4INDIA
#ஸ்டாலின்_குரல் 
#EllorumNammudan 
   
தேர்தல் நாள் 19.4.2024

வாக்களிப்பீர் உதயசூரியன் !!
வாக்களிப்பீர் கை சின்னம்!
வாக்களிப்பீர் பானை சின்னம்!
வாக்களிப்பீர் தீப்பெட்டி!
வாக்களிப்பீர் கதிர் அருவாள் சுத்தி நட்சத்திரம்!#MKStalin ",Substantiated
PS_346,"உங்களின் அடுத்த பிரதமர் யார்? 
#Elections2024 
#ParliamentElection2024 
#Election2024 #IndiaAllaince #CongressManifesto2024 #BJP4India  #DMK #ADMK #NTK4TN #VCK #PMK  #MDMK",Sarcastic
PS_347,"எனது மூத்த சகோதரர் மு.க.ஸ்டாலின்: காங்கிரஸ் எம்.பி. ராகுல் காந்தி பேச்சு

#MKStalin #RahulGandhi #DinakaranNews ",Sarcastic
PS_348,"எல்லோரையும் எப்போதும் ஏமாற்ற முடியாது… பாஜக ஆட்சியின் முடிவுக்கான Countdown ஆரம்பம் : முதலமைச்சர் ஸ்டாலின்

#UpdateNews | #MKStalin | #DMK | #BJP | #PMModi | #LokSabhaElections2024 | #ParliamentElection2024 | #Politics | #TamilNews | #UpdateNews360
",Opinionated
PS_349,"தமிழ்த்தேசியம் 💚 நாம் தமிழர்🔥

#நாடாளுமன்றத்_தேர்தல்_2024
40 வேட்பாளர்கள் = 20 பெண்கள்+ 20 ஆண்கள்

#சட்டமன்றத்_இடைத்தேர்தல்_2024 
1 பெண் வேட்பாளர் 

அரசியல் என்ற எண்ணம் இல்லாதவன் மனிதனாகவே இருக்க முடியாது..
- மகாத்மா காந்தி 

#நமதுசின்னம்_ஒலிவாங்கி🎙️

இணைப்பு👇💪


✊✊",Positive
PS_350,சாதியை தூக்கி பிடித்து போற்றுவோம்.. #திராவிடமாடல்பரிதாபங்கள்,Negative
PS_351,"வெற்றிப் பயணம் தொடரட்டும் இந்தியா முழுவதும் விடியட்டும்!  

☀️வாக்களிப்பீர் உதயசூரியனுக்கு!

  #DMK #MKStalin #election #Elections2024 ",Substantiated
PS_352,"உதயநிதி கரூரில் : ஜோதிமணி வெற்றி பெற்றால் வாரத்தில் இரண்டு நாள் நான் இங்கேயே தங்கி வேலை பார்க்க சொல்வேன் .

மதுரையில் : வெங்கடேசன் வெற்றி பெற்றால் நான் வாரத்தில் இரண்டு நாள் மதுரையில் தங்கி வேலை பார்ப்பேன் .

உதயநிதி திருச்சியில் : வைகோ அவர்களின் மகன் வெற்றி பெற்றால் பாரத் இரண்டு நாள் நான் திருச்சியில் தங்கி மக்கள் பணியாற்றுவேன் .

உதயநிதி சென்னையில் : மாறன் வெற்றி பெற்றால் நான் பாரத் இரண்டு நாள் இங்கேயே தங்கி இருப்பேன் .

ஏண்டா கஞ்சா பார்ட்டி, வாரத்துக்கு மொத்தம் ஏழு நாள் தான் எட்டு நாள் எப்படி தங்க முடியும் ? ",Neutral
PS_353,"5 வருடத்திற்கு ஒரு முறை தான் வறீங்க என்று தமிழச்சி தங்கபாண்டியனை முற்றுகையிட்ட மக்கள் 

திமுக தோல்வி உறுதி  🔥

",Neutral
PS_354,"நகைக்கடன் தள்ளுபடி என்று கூறி தமிழ்நாட்டின் மகளிரை ஏமாற்றிய திமுகவுக்கா உங்க ஓட்டு?? மக்களே சிந்திப்பீர்!!
#ஒற்றைவிரலால்_ஒங்கிஅடிப்போம்
#வாக்களிப்பீர்_இரட்டைஇலைக்கே
#ADMK ",Negative
PS_355,"#கோவை பாராளுமன்ற தொகுதி வேட்பாளர் கலாமணி ஜெகநாதன் அவர்களின் நேர்காணல்..



#NTK_Symbol_Mike 
#Mike_VoiceOfPeople 
#மக்களின்_சின்னம்_மைக் 🎙️ ",Positive
PS_356,Mr விக் அப்போ இது என்ன? 😏,None of the above
PS_357,"#Mike- அ கையில் எடுக்கட்டுமா?

#VoteforMike
#மக்களின்_சின்னம்_மைக் ",Substantiated
PS_358,அவரவர் நிலத்தை அவரவரே ஆளவேண்டும்! சமூக பிரதிநிதித்துவம் வேண்டும்! #Seeman #naamtamilarkatchi #Elections2024,Sarcastic
PS_359,"#மக்களின்_சின்னம்_மைக் 🎙️
#Mike_VoiceOfPeople 🎙️

விளவங்கோடு சட்டமன்றத்தொகுதி 
இடைத்தேர்தல் 
நாம்தமிழர் வெற்றிவேட்பாளர் 
ஆசிரியர் இரா ஜெமினி 
வரிசை எண் 4 
நமது சின்னம் மைக் 🎙️ ",Neutral
PS_360,"பாஜக அறிமுகப்படுத்தும் 
""ஒரே நாடு ஒரே ரேஷன்"" திட்டத்தில் பொது வாக்காளர் அட்டை கொடுத்து 
வட இந்தியர்கள் இங்கே வாக்கு செலுத்தினால் நமது உரிமை இழப்போம். 
இந்தி பேசும் இன்னொரு மாநிலமாக தமிழகம் மாறும்.

*போதிக்கும் போது புரியாது..
பாதிக்கும் போதுதான் புரியும்*💯

#மக்களின்_சின்னம்_மைக்🎙️✅
#Mike_VoiceOfPeople🎙️🎙️🎙️✅
#SayNoToABCD❌ #VoteForMike✅",Neutral
PS_361,"அதிமுகவின் ஒவ்வொரு தொண்டனும் பார்க்க வேண்டிய புதிய வீடியோ

வாக்களிப்போம் இரட்டை இலை 😍 ",Sarcastic
PS_362,"அமெரிக்காவில் ஒரு கறவை மாடு ஒரு நாளைக்கு 65 லிட்டர் பால் கறக்குது - இபிஎஸ்

#EdappadiPalaniswami | #ADMK ",Neutral
PS_363,"முதல்வர் ஸ்பெயின் போனது எதற்காக?
#AIADMK | #DMK | #Stalin | #Tiruchengode | #ADMK | #EPS | #Elections24 | #IndiaElections2024 | #Elections | #GeneralElections2024|#ElectionCampaign
 ",Positive
PS_364,"மாட்டிக்கினாரு ஒருத்தரு அவரை காப்பாத்தணும் கர்த்தர்ரு🤦🤦🤭🤭🤣🤣
#Vote4NDA
#NoVoteToDMK 
#DMKFailsTN 
#DMKlootsTN ",Neutral
PS_365,"இந்த கானொளிய மட்டும் 6.50கோடி வாக்காளர்களும் பாத்தாங்கனா வக்காளி எல்லா ஓட்டும் நமக்கு தான்டா 🫡🫡🫡💥💥💥💥💥
🫡🫡🫡🫡
புல்லருச்சுப்போச்சு🔥🔥👏👏
#மக்களின்_சின்னம்_மைக்
 #Voice_Of_People_Mike ",Substantiated
PS_366,"#ஸ்டாலின்_அண்ணாச்சி_சொன்னது_என்னாச்சி
தேதி மறந்துடீங்க....

#Vote4PMK #Vote4BJP #Vote4NDA #DMKFailsTN",Negative
PS_367,Sakthi Vinayagam நீங்க போய் பாத்திங்களா,Neutral
PS_368,"கள்ளக்குறிச்சி தொகுதியை கைப்பற்றப் போவது யார்? - கள நிலவர அலசல்
| #Election2024 | #Kallakurichi | #Dmk | #ADMK | #Pmk | #NTK |
",Neutral
PS_369,"இரண்டு முனை போட்டிதான்
NTK vs Others 🔥
#சீமான்_சின்னம்_ஒலிவாங்கி ",Negative
PS_370,யாரு அப்பன் வீட்டு காசுடா இது ? #திருட்டுதிமுக #மக்களின்_சின்னம்_மைக்,None of the above
PS_371,"தகுதி உள்ளவை தப்பிப் பிழைக்கும் - சார்லஸ் டார்வின்

ஒவ்வொரு நாளும், நாங்கள் எங்களைத் தகுதி உள்ளவர்களாக மாற்றிக் கொண்டிருக்கிறோம்🔥🔥🔥

#மக்களின்_சின்னம்_மைக் #Mike_VoiceOfPeople 
#மக்களின்_சின்னம்_ஒலிவாங்கி ",Substantiated
PS_372,"மணிப்பூர் புதுச்சேரி ன்னா பொங்குவோம்..

தமிழ்நாடுனா மூடிட்டு இருப்போம்.😷

இப்படிக்கு #திருட்டு_திராவிடம் 💦💦 ",Neutral
PS_373,மக்கள் தலைவர் காமராஜர் சட்டம் #tamil #seeman #love #news #live #kamaraja...  via,Positive
PS_374,"தமிழருக்கு எதிராக செயல்படும் காங்கிரஸ் - பாஜக - திமுக.

 #DMK | #BJP | #Modi | #MKStalin | #Loksabhaelection ",Opinionated
PS_375,"தேர்தல் வெற்றி செல்லாது என்ற தீர்ப்பை எதிர்த்து ஓ.பி.ரவீந்திரநாத் உச்சநீதிமன்றத்தில் மேல்முறையீடு: விரைவில் விசாரணைக்கு வரும் என தகவல். #opraveendran #raveendran #chennaihighcourt #supremecourt #opanneerselvam #edappadi #Scam   
 ",Opinionated
PS_376,"இன்றைய பரப்புரையில் 
#சாத்தூர்1 #விருதுநகர் #நாம்தமிழர்கட்சி_சின்னம்_ஒலிவாங்கி #நமது_சின்னம்_ஒலிவாங்கி ",Opinionated
PS_377,"அண்ணாச்சி ஜூலைப் போராட்டம் என்னாச்சு?

#மக்களின்_சின்னம்_மைக் #Mike_VoiceOfPeople ",Neutral
PS_378,"திராவிடம் என்ன செய்தது என்று கேட்கும் அனைவருக்குமான பதில்! 🖤❤️🔥🔥
#DravidianModel ",None of the above
PS_379,"இந்த தொகுதியில் இவர் 3 ஆம் இடம் வருவார்..🙄

#Seeman 
#சீமானின்_சின்னம்_ஒலிவாங்கி ",Neutral
PS_380,"திருமாவளவன் முதல் திருட்டு திமுக வரை அடித்து பேசிய பேராசிரியர் ராம ஸ்ரீனிவாசன் ...
watch full video link

#MKStalin  #thirumavalavan  ",Sarcastic
PS_381,"பிளடி ராஸ்கல்ஸ் 🤭 இறா மீசை

தலைக்கு 1000 கொடுத்து சீமானுக்கு எதிரா கூவ சொல்லி ஆள் சேர்த்துருக்கானுக போல 😂😜

எதுக்கு டா இந்த pimp வேலை😁😁

#பாலியல்திமுக 
#ஆபாசதிமுக

#திருட்டு_திமுக
#சாத்தானின்_ஆட்சி
#DMKFailsTN

#உபிஸ்பரிதாபங்கள்
#திராவிடமாடல்பரிதாபங்கள் ",Sarcastic
PS_382,"#ntk #Seeman கட்சி வெற்றி பெறும் தொகுதி. #LokSabaElection2024
#veerapan #CongressManifesto2024
#RahulGandhi #SowmiyaAnbumani
#pmk #BJPTamilnadu #Annamalai4Coimbatore

 ",Sarcastic
PS_383,"#JUSTIN 
இந்தியாவில் தத்துவப் போராட்டம் நடைபெற்று வருகிறது -  கோவையில் ராகுல் காந்தி பரப்புரை
#Rahulhandhi #MKStalin #DMK #Congress #Coimbatore #News18TamilNadu   |  ",Neutral
PS_384," 4ஆயிரம் கோடி

#DMKFailsTN ",None of the above
PS_385,"மு.க.ஸ்டாலினை  சாடிய  அன்புமணி ராமதாஸ்

#Kumudam | #MKStalin | #Anbumani |  | |  |  | #INDIA | #DMKAlliance | #dmk | #DMKGovt | #tngovt |  | #siddaramaiah | #cauveryriver | ",Opinionated
PS_386,"இஸ்லாமிய மற்றும் கிருத்துவ மக்களை தொடர்ச்சியாக ஏமாற்றி வரும் #திருட்டு_திராவிடம்

இஸ்லாமிய கைதிகளை விடுவிப்பதில் என்ன சிக்கல்? 
#DMKFailsTN

இசுலாமிய மக்களை அடிமைகளாக வைத்திருக்கும்
#இசுலாமிய_விரோதி_திமுக

 #உபிஸ்பரிதாபங்கள்
#திராவிடமாடல்பரிதாபங்கள்

 ",Opinionated
PS_387,"தேர்தலில் சின்னம் அவசியமா.. அரசியல்வாதிகள் ஏற்றுக்கொள்வார்களா.?

#seeman #loksabhaelection2024 #symbolissue #samayamtamil ",Substantiated
PS_388,"தன் தேசத்தின் மக்களைக்
கையேந்தவிடாமல் அவர்களின் வாழ்க்கைத் தரத்தை உயர்த்தி, தன்மானத்தோடும், பாதுகாப்போடும் வாழவைப்பதற்குப் பெயர்தான்
உண்மையான வளர்ச்சி..!

செந்தமிழன் #சீமான் 

நமது சின்னம்
#ஒலிவாங்கி (மைக்)
#மக்களின்_சின்னம்_மைக்
#Mike_VoiceOfPeople

#Say_No_To_ABCD ",Neutral
PS_389,"தமிழ்நாட்டின் வரலாறு தெரியாதவர் அண்ணாமலை - ஜெயக்குமார்

#Jayakumar | #Annamalai | #BJP | #ADMK | #TamilNadu | #LokSabaElection2024 | #ElectionWithPT ",Sarcastic
PS_390,"எல்லாரும் ஒலிவாங்கி சின்னத்துக்கு வாக்கு பொட்டுடுங்க .. 
#ntk #நாம்தமிழர் #தமிழகவெற்றிக்கழகம்     ",Negative
PS_391," நடிக்காதே தங்கம்
#பாசிச_பாஜக அரசை உண்மையா எதிர்த்தா ஏனடா
 +
 டெல்லி சென்று 
 ஐ பலதரம் அழைத்து கொண்டாடணும்?
#பாசிச_பாஜக திட்டங்களை எல்லாம் நடைமுறை செய்யணும்?
காரணம் திமுக செய்த செய்யும் ஊழல் தானே?
செப்பு இல்லை மூடிட்டு இரு மகனே.
#DMKFailsTN ",Opinionated
PS_392,"எல்லாரும் தமிழந்தான்னு சொன்னாங்க அப்போ ஏன் இவரு தெலுங்கில் ஓட்டு கேட்குறாரு 🤔🤔🤔

எத்தனை வருசம் ஆனாலும் அவரவர் தாய் மொழி தெலுங்கை மறவாமல் இருப்பதற்கு என்ன பெயர்

இன்னுமா தமிழன் ஏமாளின்னு நினைக்கிறீங்க😌
#தமிழ்தேசியம் #NTK ",Sarcastic
PS_393,"தேர்தல் அறிக்கையில் கச்சத்தீவை மீட்போம்.. எத்தனை வருசமா?  - #NTK Sasikumar | நாம் தமிழர் #சீமான் | #DMK  

முழு பேட்டி -  

#Kachatheevu #kachatheevuisland #Kachchatheevu  #dmk #stalin #ntk #seeman",Neutral
